transaction_id,customer_id,amount
178,28,2088.54
179,11,64.16
180,96,2073.91
181,4,2298.27
182,71,1096.02
183,28,1296.49
184,94,1801.99
185,100,1090.84
186,25,19.7
187,69,2234.3
188,1,265.74
189,97,1158.97
190,40,776.04
191,90,856.37
192,52,844.08
193,58,805.99
194,13,2230.43
195,40,537.42
196,27,2364.29
197,33,2181.34
198,7,1369.92
199,44,1957.28
200,33,1229.71
201,58,2037.86
202,18,636.02
203,53,151.76
204,11,1572.32
205,26,1960.11
206,89,1941.97
207,65,286.49
208,39,1041.6
209,34,669.79
210,3,167.39
211,2,111.01
212,25,417.39
213,30,1758.33
214,39,2162.42
215,41,2401.06
216,45,852.1
217,82,1231.07
218,11,496.28
219,42,860.29
220,40,589.7
221,28,1302.25
222,88,2047.31
223,3,2364.68
224,63,47.39
225,76,1537.83
226,85,2155.45
227,34,654.82
228,32,1357.63
229,96,1979.42
230,88,288.89
231,24,2288.28
232,70,1337.79
233,86,1982.32
234,57,2358.57
235,19,1535.13
236,85,2072.55
237,44,1680.23
238,26,141.12
239,8,530.32
240,99,1709.16
241,75,2048.45
242,74,2135.88
243,100,826.8
244,84,1412.69
245,22,1023.94
246,5,1391.24
247,78,1491.5
248,45,2451.66
249,71,2193.25
250,12,1463.08
251,63,1585.27
252,52,1377.2
253,28,1849.44
254,27,882.8
255,29,2312.28
256,7,2135.75
257,46,1724.1
258,25,1845.44
259,73,1270.38
260,41,1026.4
261,39,266.77
262,76,2481.81
263,8,2096.98
264,40,874.02
265,47,1237.16
266,63,1522.61
267,39,402.42
268,78,1934.46
269,65,1198.15
270,82,542.81
271,97,154.6
272,7,1362.94
273,61,1519.75
274,36,2379.82
275,8,163.15
276,89,688.97
277,44,691.12
278,32,762.46
279,94,1160.74
280,40,1857.35
281,46,1839.38
282,18,857.22
283,12,1328.34
284,33,1157.25
285,53,1540.07
286,59,369.21
287,11,1784.84
288,88,575.43
289,43,953.08
290,70,823.67
291,51,1072.79
292,72,1631.09
293,76,9.13
294,45,2083.12
295,98,1347.86
296,24,941.09
297,29,842.69
298,48,1659.05
299,99,1913.8
300,38,891.86
301,51,1030.93
302,25,688.11
303,67,1962.77
304,48,1445.73
305,52,85.67
306,33,1246.82
307,83,846.97
308,52,1272.45
309,4,1046.19
310,77,1794.39
311,34,36.79
312,13,573.24
313,7,880.58
314,72,428.91
315,25,1272.75
316,35,1112.85
317,5,425.31
318,91,1668.3
319,14,275.32
320,87,1544.44
321,11,2468.19
322,7,1014.96
323,28,497.98
324,94,70.28
325,31,975.71
326,43,1174.29
327,15,1502.0
328,13,790.76
329,90,1680.37
330,4,2111.83
331,88,1129.65
332,9,2442.98
333,93,2142.19
334,47,337.38
335,22,436.75
336,5,739.37
337,1,1453.91
338,59,2243.97
339,64,2160.1
340,43,924.93
341,6,1181.81
342,19,2307.7
343,5,1649.48
344,30,575.61
345,46,1189.38
346,37,2461.73
347,21,384.89
348,35,1456.9
349,7,84.24
350,33,1777.57
351,24,490.39
352,9,1144.05
353,10,639.28
354,33,1911.95
355,44,636.76
356,61,10.44
357,28,1850.69
358,73,1120.57
359,80,1422.41
360,32,162.79
361,12,1290.16
362,96,1155.13
363,97,1674.71
364,31,1426.9
365,31,1287.73
366,5,1054.02
367,48,1833.87
368,47,1230.62
369,1,688.24
370,90,870.19
371,2,1238.58
372,19,799.3
373,91,965.37
374,82,1665.53
375,11,2260.51
376,42,1067.95
377,79,1590.76
378,27,2109.42
379,67,1516.49
380,98,941.34
381,7,204.94
382,93,502.48
383,43,2200.03
384,44,648.67
385,75,1663.4
386,74,1263.36
387,73,4.73
388,74,1990.94
389,20,1088.05
390,97,192.38
391,17,2399.22
392,9,1192.1
393,57,733.15
394,24,1536.83
395,7,2153.74
396,65,106.59
397,37,467.57
398,16,44.32
399,76,1511.28
400,92,999.69
401,27,1458.22
402,21,1029.33
403,71,2336.07
404,77,718.49
405,49,389.05
406,53,1671.71
407,95,2192.39
408,66,918.16
409,45,38.08
410,18,1325.3
411,23,771.84
412,53,113.66
413,99,1712.05
414,45,110.63
415,93,1275.47
416,19,514.51
417,64,2134.89
418,29,247.88
419,86,426.49
420,73,2337.29
421,55,1617.8
422,93,660.39
423,13,192.85
424,95,1949.81
425,2,631.23
426,71,313.46
427,82,2490.04
428,77,2491.45
429,19,770.71
430,81,1727.56
431,16,1748.9
432,98,102.81
433,3,1976.79
434,87,1045.55
435,3,111.28
436,3,925.63
437,68,2260.01
438,61,198.91
439,34,110.93
440,55,406.24
441,49,309.21
442,50,1557.91
443,68,866.39
444,96,2492.69
445,58,2174.22
446,27,2003.21
447,7,694.46
448,83,1101.13
449,23,1455.04
450,28,1145.78
451,56,493.14
452,31,1875.9
453,44,1997.44
454,34,1500.94
455,4,1711.16
456,69,845.91
457,6,1645.69
458,37,379.46
459,8,948.65
460,93,462.05
461,8,1147.67
462,60,1796.87
463,55,502.21
464,39,2447.44
465,83,960.81
466,78,967.45
467,27,445.51
468,62,1761.36
469,50,995.21
470,19,818.15
471,64,514.56
472,39,443.49
473,55,1477.42
474,85,1794.93
475,88,1165.1
476,25,885.56
477,86,619.21
478,1,234.23
479,4,1056.54
480,30,1311.23
481,50,1166.46
482,32,1928.81
483,40,1318.12
484,98,188.06
485,35,1371.03
486,42,53.58
487,86,790.82
488,9,2188.25
489,38,410.13
490,91,1443.49
491,22,820.92
492,9,820.42
493,28,1167.44
494,64,2294.62
495,71,2142.6
496,21,318.97
497,22,2254.27
498,44,1791.47
499,86,390.75
500,76,1861.54
501,26,2411.29
502,12,1722.78
503,50,2157.83
504,68,115.11
505,82,2387.25
506,29,2462.08
507,18,1082.09
508,54,900.26
509,67,1435.09
510,99,867.91
511,12,17.13
512,96,1468.72
513,10,479.7
514,57,2331.05
515,13,1348.59
516,5,2393.46
517,43,853.36
518,1,253.47
519,27,2137.07
520,75,1194.9
521,32,1991.67
522,87,1062.01
523,60,804.73
524,78,1389.43
525,52,78.24
526,29,2183.72
527,67,2315.86
528,31,834.62
529,20,652.99
530,85,395.07
531,80,1966.36
532,52,41.94
533,66,1592.62
534,21,719.43
535,38,1813.69
536,77,2356.01
537,94,1277.07
538,48,1433.29
539,72,92.27
540,48,1229.63
541,51,1392.75
542,92,1179.39
543,12,860.36
544,20,1434.7
545,58,1764.99
546,21,2001.58
547,13,2264.29
548,3,1593.68
549,93,1512.75
550,3,2048.16
551,1,1501.64
552,21,2456.7
553,85,1925.86
554,71,758.96
555,25,436.95
556,26,2093.23
557,26,970.19
558,4,1218.22
559,71,339.01
560,73,2071.4
561,76,1013.26
562,45,281.84
563,91,1634.91
564,12,415.51
565,74,1643.74
566,6,1194.73
567,18,2416.26
568,28,1037.98
569,93,1179.55
570,29,2477.97
571,29,1391.54
572,39,1630.59
573,69,609.98
574,28,1074.49
575,28,2128.07
576,42,1330.95
577,12,2301.4
578,87,598.52
579,63,1679.76
580,34,368.62
581,74,55.69
582,72,1711.54
583,5,1864.2
584,52,1925.96
585,36,2145.31
586,21,1894.07
587,10,722.08
588,83,2200.3
589,43,167.7
590,95,1492.68
591,68,885.09
592,13,1261.21
593,10,511.5
594,77,435.44
595,87,1827.1
596,100,188.41
597,4,179.44
598,26,2122.85
599,73,2131.97
600,18,892.13
601,27,1990.32
602,88,844.28
603,50,2428.91
604,69,835.9
605,66,2280.64
606,49,1372.67
607,53,1457.25
608,98,524.89
609,55,2102.03
610,78,2206.35
611,99,932.3
612,94,1014.87
613,54,1064.34
614,4,736.3
615,98,1584.61
616,10,38.71
617,94,1797.34
618,94,1493.47
619,95,898.5
620,79,2428.5
621,9,1697.21
622,11,2438.78
623,79,1957.13
624,50,592.65
625,54,1711.86
626,28,504.92
627,43,1198.28
628,28,2333.9
629,32,1582.21
630,92,2134.26
631,100,984.78
632,90,2282.83
633,84,499.38
634,30,214.76
635,95,686.67
636,46,153.25
637,94,2064.96
638,2,2223.61
639,59,656.23
640,43,1169.81
641,35,1371.73
642,95,2351.21
643,38,363.54
644,75,1136.29
645,60,949.48
646,43,1985.92
647,90,883.92
648,41,2334.25
649,10,1213.94
650,25,1611.22
651,77,1847.38
652,48,1425.3
653,33,752.12
654,39,799.71
655,12,1657.07
656,50,1216.05
657,53,1481.73
658,72,762.58
659,26,1041.44
660,100,2404.45
661,67,1034.39
662,1,1687.23
663,30,2317.33
664,73,483.91
665,60,747.54
666,30,536.37
667,38,2470.78
668,24,356.44
669,20,841.87
670,65,1490.58
671,48,1143.44
672,51,388.43
673,55,1426.42
674,58,1103.5
675,65,20.15
676,32,780.25
677,36,839.25
678,73,1371.62
679,19,1432.77
680,41,1755.15
681,60,1544.75
682,10,1769.55
683,83,163.3
684,39,2109.1
685,67,2335.86
686,38,32.15
687,30,346.95
688,51,1074.13
689,86,1035.34
690,50,1022.81
691,41,1843.48
692,16,440.08
693,26,1392.67
694,12,187.3
695,5,324.26
696,87,748.92
697,56,2059.48
698,45,593.83
699,71,2283.53
700,26,1521.69
701,15,1830.41
702,15,1966.04
703,90,2354.63
704,94,2443.75
705,13,2305.24
706,75,120.39
707,8,1919.13
708,91,2368.43
709,37,539.9
710,75,1422.54
711,83,1168.29
712,93,1809.38
713,63,1551.4
714,87,1496.16
715,16,379.71
716,80,1229.23
717,91,677.47
718,100,803.45
719,37,1630.43
720,72,1682.8
721,57,535.89
722,26,2437.46
723,73,1607.7
724,90,1271.69
725,22,653.6
726,59,1358.24
727,55,329.73
728,1,221.27
729,25,2087.26
730,62,1769.31
731,86,835.96
732,21,2036.16
733,15,1597.68
734,32,428.83
735,39,2323.8
736,78,97.86
737,100,859.64
738,94,2416.7
739,42,1241.42
740,85,2096.71
741,68,1613.14
742,86,1254.96
743,50,594.3
744,42,1422.43
745,89,1951.73
746,29,1738.15
747,50,774.92
748,72,2474.68
749,36,1842.19
750,3,1754.58
751,63,1004.62
752,3,2344.38
753,68,772.0
754,85,2006.44
755,69,1200.43
756,58,1104.25
757,8,1045.93
758,95,652.65
759,47,1630.44
760,25,1846.87
761,9,1598.27
762,20,846.55
763,27,1979.55
764,57,1961.34
765,81,1491.87
766,42,159.07
767,53,2108.44
768,2,1894.54
769,20,2329.92
770,46,1780.08
771,16,272.16
772,58,2343.13
773,92,953.55
774,67,701.46
775,76,171.32
776,8,620.96
777,89,1173.61
778,72,118.89
779,17,1406.4
780,57,1891.11
781,1,766.44
782,46,2022.79
783,20,1911.92
784,93,2313.82
785,93,2480.43
786,77,1025.39
787,75,1779.83
788,4,726.16
789,90,907.88
790,17,1876.41
791,48,1138.74
792,62,1991.8
793,77,478.15
794,94,1162.19
795,40,128.69
796,25,1462.95
797,96,1987.64
798,69,2203.96
799,44,98.05
800,99,2093.86
801,91,922.77
802,69,1714.07
803,81,851.27
804,69,923.99
805,63,1820.26
806,23,1123.26
807,78,2379.32
808,1,341.96
809,43,45.09
810,94,2261.27
811,11,258.62
812,82,858.79
813,87,752.08
814,25,1860.44
815,11,244.82
816,48,1989.66
817,75,835.81
818,52,2269.23
819,58,2248.01
820,54,1949.93
821,44,1492.68
822,76,2254.73
823,85,1692.13
824,73,1670.79
825,31,927.48
826,81,1229.34
827,77,1805.82
828,35,1805.3
829,48,1779.9
830,21,1195.14
831,7,1229.91
832,41,2400.06
833,16,1221.09
834,34,1090.89
835,85,636.75
836,88,1424.37
837,99,1460.81
838,22,934.16
839,19,2089.19
840,35,447.17
841,74,953.26
842,11,1308.7
843,17,1939.87
844,11,4.64
845,73,19.73
846,27,1823.59
847,34,1872.4
848,34,331.7
849,28,1694.33
850,71,561.11
851,77,2098.56
852,55,40.48
853,1,605.94
854,35,2492.88
855,79,703.78
856,17,867.42
857,37,835.2
858,25,1980.33
859,27,1864.15
860,35,1631.42
861,25,2055.36
862,42,396.76
863,85,2036.1
864,25,1886.37
865,43,1972.25
866,92,1941.41
867,33,747.03
868,81,1134.11
869,78,1051.76
870,73,2099.91
871,44,1243.8
872,3,1989.76
873,93,1810.54
874,35,993.57
875,21,1377.48
876,68,215.23
877,68,349.01
878,19,486.02
879,92,287.4
880,29,2300.31
881,61,2049.22
882,91,727.2
883,46,155.99
884,37,1098.9
885,57,2440.06
886,34,1370.34
887,59,497.32
888,35,714.25
889,34,653.52
890,88,869.61
891,48,550.72
892,60,804.4
893,39,1949.21
894,4,2148.61
895,36,1865.62
896,53,965.75
897,14,290.87
898,85,2477.58
899,62,2217.79
900,34,2176.18
901,11,58.36
902,11,1396.18
903,97,531.86
904,31,2072.27
905,99,2168.81
906,34,533.9
907,47,1716.44
908,71,693.21
909,80,1845.75
910,11,871.01
911,86,2058.89
912,76,779.29
913,3,23.44
914,67,2030.11
915,7,1368.5
916,47,2072.55
917,82,1784.83
918,21,339.68
919,39,63.45
920,3,485.11
921,15,61.45
922,97,1774.71
923,18,1058.71
924,18,464.09
925,4,1215.61
926,46,626.29
927,19,147.39
928,100,1037.49
929,69,2368.57
930,20,2286.19
931,46,973.12
932,15,2078.82
933,51,105.6
934,66,1169.06
935,25,2287.52
936,2,217.01
937,71,1802.53
938,43,2170.4
939,27,897.11
940,99,454.52
941,17,897.05
942,64,2058.1
943,53,2.11
944,68,681.89
945,21,753.4
946,16,282.42
947,24,1118.74
948,13,897.97
949,48,1738.34
950,22,647.09
951,97,1555.65
952,9,1487.56
953,31,1810.82
954,17,621.61
955,61,962.26
956,46,771.2
957,83,1544.11
958,28,1734.21
959,67,1898.81
960,93,2419.26
961,15,2370.55
962,68,894.45
963,25,1106.57
964,11,770.1
965,34,2077.53
966,45,1030.19
967,54,684.65
968,59,1478.42
969,9,1279.13
970,64,43.98
971,44,44.27
972,85,2180.24
973,62,322.27
974,6,1795.46
975,97,833.36
976,74,1499.99
977,48,647.15
978,77,2122.99
979,81,1436.02
980,52,2460.8
981,48,16.69
982,16,1847.93
983,91,888.44
984,86,2055.78
985,97,1928.41
986,96,273.96
987,33,624.79
988,44,242.06
989,92,1375.39
990,13,97.75
991,71,695.7
992,13,898.27
993,36,559.26
994,34,1631.13
995,44,2399.68
996,92,1507.82
997,1,786.21
998,84,825.31
999,84,2203.95
1000,41,2205.62
